RowNumber,Exited,Pred_Prob
10944,1,0.753576224181
617,1,0.75337581278
2344,1,0.753086171213
2190,1,0.752721240877
10740,1,0.752342136105
420,1,0.751935107604
10427,1,0.751826681816
8642,0,0.751805869747
8952,1,0.751799926689
10121,0,0.751699236474
9476,0,0.751690123184
7803,0,0.751604602872
10975,1,0.751290730493
2495,1,0.751189540714
1158,1,0.751006103404
5931,1,0.750826019476
9492,1,0.750649660713
2220,0,0.750534159333
4886,0,0.750390651397
5099,1,0.750121667289
851,1,0.748516235746
3991,1,0.748500218373
2350,1,0.748479691282
6453,0,0.748452711501
670,0,0.747464320602
10594,0,0.747247320197
8008,0,0.746473199441
6496,1,0.746391152253
7882,1,0.746000210511
5115,1,0.744325339391
4264,1,0.744191969234
9693,1,0.744119410192
5442,1,0.743109663934
7636,1,0.742963629812
6303,1,0.742835721318
7772,1,0.742499879737
8116,1,0.742082581712
7107,0,0.741207937426
5704,1,0.741065311486
687,1,0.74086872693
8630,0,0.740626406583
9052,1,0.74004776948
7395,1,0.73990771547
5833,1,0.739516187819
8038,0,0.738893806706
3283,0,0.738826652171
2879,1,0.738463512178
2539,1,0.738261792586
981,0,0.737955983917
3465,0,0.737867043371
9577,1,0.737622071784
4153,1,0.737592244405
10186,0,0.7366653001
5032,0,0.736512633738
8352,1,0.735953775913
6301,0,0.735246975815
5823,1,0.735165355973
4021,1,0.734784610777
9410,0,0.734640486311
237,1,0.734442851274
6891,1,0.734427464573
1153,1,0.734023425139
7533,1,0.732995490332
9149,0,0.732854165421
9332,1,0.732527331421
182,0,0.732470800665
3349,1,0.7322685222
10209,1,0.732217028804
7808,1,0.732190191374
5758,1,0.731558449889
8744,1,0.731393976008
6575,1,0.731342558524
3361,0,0.729665159934
3885,1,0.729208717925
2777,1,0.728231456297
8734,1,0.728198619464
9415,0,0.72812858266
6318,1,0.727698897279
4156,0,0.726865304144
7549,1,0.726776428527
4402,1,0.726553949828
3285,1,0.726055474623
4892,1,0.725996914196
1018,1,0.725955557244
3429,1,0.725566911213
10055,1,0.724997006778
1560,0,0.724360156782
1165,0,0.724094336396
6831,1,0.723095795296
792,0,0.721411012446
1611,1,0.721262853762
9468,0,0.721221490457
8708,0,0.720184960539
5821,1,0.719759857093
9010,1,0.719690931806
5425,0,0.719122480935
9038,1,0.719033356113
7765,0,0.717351352093
4751,1,0.717161783299
4361,1,0.717004368549
1427,1,0.716162329962
8101,1,0.716083675766
5290,1,0.715222805773
8586,0,0.714890166987
5455,1,0.714593796083
7693,0,0.71334566751
7626,0,0.712996593808
7080,1,0.712369531139
1201,1,0.712170844712
9343,0,0.710395299763
8694,0,0.709776986356
8343,1,0.707394969843
4563,1,0.706673124744
6911,1,0.705570515612
10500,0,0.704990981169
7034,1,0.704872501501
4223,1,0.704460531518
2614,1,0.704297802015
8398,1,0.703306251658
8065,1,0.701819064191
9071,0,0.701470939982
5942,1,0.700108769061
10721,1,0.699949162467
4403,1,0.699571585344
4669,1,0.698544359243
10320,0,0.697175952139
5057,1,0.696070323093
7695,1,0.693635205773
6813,0,0.693395481233
1928,1,0.691708428627
1657,1,0.69045812796
1916,1,0.689587288358
7457,1,0.687977302605
8363,1,0.687956376552
3633,0,0.687355211711
6359,1,0.68544439668
4013,1,0.684841779728
8017,0,0.684611379667
4302,1,0.684521723792
5388,1,0.683677839326
10692,1,0.681917479488
127,1,0.681664886577
6274,1,0.681544647633
2748,1,0.680468374336
9141,0,0.680456508614
10996,0,0.679960435712
35,1,0.679575166366
2346,1,0.678981554405
4380,1,0.678750309941
9311,1,0.677560710892
4697,1,0.676215432497
6052,0,0.676191018955
10706,1,0.675958847735
3819,1,0.675792298713
6505,1,0.675701915713
6812,1,0.67485866023
2703,1,0.673888191175
3254,1,0.672833378966
7795,0,0.672497691516
9819,1,0.671904082651
6085,1,0.671508351041
4935,0,0.67129412802
3262,1,0.671101466201
16,1,0.670209100079
5576,1,0.670074385402
1405,1,0.669066415021
2074,1,0.66902836667
4001,1,0.668386064083
6061,1,0.668083227678
3913,1,0.667498300771
7300,0,0.666700806023
10036,1,0.666697372494
7969,1,0.666626837728
2575,1,0.666592793964
3389,1,0.666173144026
2676,1,0.665987404696
2520,1,0.66589058185
3949,0,0.665826707206
3920,0,0.66574337784
3495,0,0.665652841618
4114,1,0.664109867995
1469,1,0.664061584986
8493,1,0.663928368107
8923,1,0.663273067906
1505,1,0.662864836673
10415,1,0.662587688743
3589,0,0.661891569524
3898,1,0.661535568316
4197,1,0.660791983622
10887,1,0.659711030023
4724,0,0.659348663583
4884,1,0.65906320359
5440,1,0.658831148483
7098,1,0.65880333537
747,0,0.658718062409
7651,0,0.657332819242
4325,0,0.657174092904
4457,0,0.656534895509
4643,1,0.655750948066
9234,1,0.655218331849
8603,1,0.655118122315
3550,0,0.654732421382
172,1,0.654199029476
1105,0,0.654131100199
5105,1,0.653731923656
1438,1,0.653712638582
5950,1,0.653444869317
1057,1,0.652908041812
1797,1,0.652707369153
7592,0,0.652613520121
6506,1,0.652380675533
3206,1,0.652058415503
4680,0,0.651626748123
5494,1,0.651479995591
3082,1,0.650599048336
6895,1,0.650009747338
6099,1,0.649842571486
8231,1,0.649391093873
475,1,0.649123170685
7037,1,0.648844620346
10555,1,0.647756938358
7822,1,0.647649979981
3497,1,0.647570991322
384,0,0.647503811947
5368,1,0.647216861624
3502,1,0.647171666826
399,1,0.646537190002
4033,1,0.646235077662
7598,1,0.646147040888
9975,1,0.646067712335
7091,1,0.645943999808
8066,0,0.645715485827
8171,1,0.645710974999
5091,0,0.645610622992
5484,1,0.645300641666
5972,1,0.645177658039
5683,1,0.645114656012
7239,1,0.644147130604
867,1,0.643932789303
228,1,0.643390833457
9028,0,0.642977393587
3463,1,0.641671220557
7158,1,0.641482891603
850,0,0.641323217774
10259,0,0.640754779329
4667,1,0.640585573428
453,0,0.640578630873
4839,1,0.640548958923
5424,1,0.640460274472
7507,1,0.640143189202
8103,1,0.639715718376
1389,1,0.639635140356
6388,1,0.639485563686
6567,1,0.639284521749
7477,1,0.639177436001
1698,0,0.638596449175
10179,1,0.637754943121
1232,1,0.637282541933
5406,0,0.63692039539
10016,1,0.636797507829
7316,1,0.636679293993
4961,0,0.636654217777
41,1,0.636520775951
8475,1,0.636466760044
5157,0,0.636455449993
6025,0,0.636182987811
10093,1,0.636135303637
5239,0,0.635817711329
10544,1,0.635747054618
10686,1,0.635683781704
2191,1,0.635595100109
9504,0,0.635394334934
3940,1,0.634749117869
9285,0,0.634713434252
4323,1,0.634428157952
9426,1,0.634037126249
7317,1,0.633935030826
9697,1,0.633821456939
2139,1,0.633814270062
8601,0,0.632944907733
1060,0,0.632920575079
8862,1,0.632904392869
7328,1,0.632540675651
8058,0,0.63249174955
2293,1,0.632204970581
4638,0,0.632103185213
10184,1,0.632033773712
3793,1,0.631718334471
6308,1,0.631391439053
6500,0,0.631340950842
10242,0,0.631250742778
9316,1,0.631094734307
7159,1,0.630847438979
9991,1,0.630598374903
4137,0,0.630452614455
1224,0,0.629693179432
9868,0,0.629268978414
2530,1,0.629267242926
7599,1,0.629217151656
1825,1,0.628922051129
2845,1,0.628844236805
1122,1,0.628158013293
4993,0,0.628131402435
5256,1,0.62805203869
8072,1,0.627718848802
1894,0,0.62762906485
3780,1,0.627614160742
8878,1,0.627611402777
1714,0,0.627575677389
9359,1,0.627097977077
840,1,0.62684861968
760,0,0.626818964441
9908,0,0.626712394105
5452,1,0.626455580374
9879,1,0.625658771575
6703,1,0.62562809948
9102,0,0.625151403497
4311,1,0.624825387185
4996,0,0.624711771552
8547,0,0.624563709179
8768,1,0.624267329702
2399,0,0.624259204263
8275,0,0.62390638906
3556,1,0.623690776221
6449,1,0.62362026123
8010,1,0.62355661917
2286,0,0.623546645079
10318,1,0.622655492425
10950,1,0.622227908696
10341,1,0.622207747299
6118,0,0.621662043908
5341,0,0.621423468528
7689,0,0.621100498904
6058,1,0.620902989369
9393,1,0.620529200001
5651,0,0.620527878303
5113,0,0.620409788055
8726,1,0.620295332821
6144,0,0.620079478966
4551,1,0.619606192912
10609,0,0.619581431601
9375,1,0.619364575209
8711,0,0.619187638569
5085,1,0.619075550635
7253,1,0.618985491816
2276,1,0.618882751844
1322,0,0.618467795254
9525,1,0.618019768149
10645,0,0.617701027723
949,1,0.61733801448
883,1,0.61691115379
7440,0,0.61684980169
406,1,0.616672698298
2208,1,0.616625815528
5089,0,0.616319825288
9623,0,0.61583030659
972,0,0.615655043895
1988,1,0.615521019344
8762,1,0.615491654322
1829,1,0.615279562271
6886,0,0.615214744849
6011,1,0.614787401207
989,1,0.614730656612
2420,0,0.614692027529
1478,1,0.614388009216
2826,0,0.61426314359
10769,1,0.614088760301
5018,1,0.61348962
6267,1,0.613421616174
2178,0,0.613311103809
1572,1,0.613249822068
6928,1,0.613192646774
3803,1,0.613159827949
8652,0,0.612990777712
249,1,0.612868948291
7144,1,0.612783732498
6518,1,0.612712669941
4093,1,0.612678708521
7122,0,0.612631721919
976,1,0.61215499072
7084,1,0.612046157371
774,1,0.611895322545
10900,1,0.611849266881
10365,0,0.61161095319
8966,0,0.611555709632
9956,1,0.611329348496
955,0,0.610530212262
10931,1,0.610134237878
3935,1,0.610099569714
7001,0,0.609719624624
1268,0,0.609637849376
9064,0,0.608953369824
1384,1,0.608689683807
6255,1,0.608557094026
7142,1,0.608458359295
6857,1,0.608427938093
1005,1,0.60838140124
4184,1,0.608304943656
1114,1,0.608140839316
2216,0,0.607958228045
6104,1,0.607079390053
10994,1,0.60675991687
2080,1,0.606390129068
5412,1,0.606325769839
2659,1,0.606246556572
2135,1,0.605803735179
10893,1,0.605501285095
4007,0,0.60545348942
3273,1,0.605452404453
3559,1,0.605128241908
8319,0,0.604544532463
5721,1,0.604251799045
5481,1,0.604250908485
4784,1,0.603979996985
3245,1,0.603490039313
6372,0,0.60335206309
9335,0,0.603327692145
566,1,0.603022415706
2434,1,0.602809074985
2272,1,0.602569787922
7429,0,0.602480009524
1371,0,0.60236202157
5339,1,0.602238348902
8393,1,0.601747493612
3956,0,0.601732210252
7482,0,0.60164253943
8234,1,0.601472023452
9337,1,0.601295182177
10657,0,0.600874309348
8861,0,0.600706740373
7604,1,0.600262002309
8536,0,0.600092301887
6892,1,0.600058816612
5775,0,0.599938031905
10028,1,0.599780265294
10202,0,0.599705084662
4721,0,0.599532943271
10834,0,0.599418601189
10193,1,0.599193243313
2471,0,0.598916948197
4424,0,0.598805263471
978,0,0.598374309637
3697,0,0.598039471223
140,0,0.598033431537
7926,1,0.597862086404
3719,1,0.597848486991
4488,0,0.597759839085
4879,1,0.597355556763
6295,1,0.597197249744
5748,0,0.596972018894
1125,0,0.596789461516
5686,1,0.596666260602
7869,1,0.596462438637
2593,0,0.596067784276
43,1,0.5956100854
4851,0,0.595540390047
10605,1,0.595376402388
8484,1,0.594166163607
563,1,0.594015288983
9301,0,0.593882169908
4188,0,0.593695483147
8215,1,0.593690242274
7965,1,0.593515927576
7018,1,0.593289315476
4530,0,0.593274968175
9168,0,0.59319141784
1962,1,0.593006450521
261,0,0.592805919836
8069,0,0.592734128305
10109,1,0.592720920037
2662,1,0.592693688624
1351,1,0.592616940127
2911,0,0.592556590879
28,0,0.592525580164
10352,1,0.592470508701
8225,1,0.59218651341
9832,1,0.592173423528
327,1,0.59194610536
5726,0,0.591776557503
10566,0,0.591553229126
6957,0,0.591438257739
10483,1,0.590824348995
3032,1,0.590790354636
9625,1,0.590766080052
2438,1,0.590626756735
8372,0,0.590609095327
10745,0,0.590495475546
2268,1,0.590455155922
3015,0,0.590262700135
10068,1,0.590205981798
7396,1,0.590146084815
10469,1,0.59009328945
9758,0,0.5896098523
4681,0,0.589588863817
2655,0,0.589434175288
7116,1,0.589174242602
3035,1,0.58912394374
10567,0,0.588867915929
8969,0,0.58883372987
1245,1,0.588760107809
4292,1,0.588470827029
4629,1,0.58794365181
6438,0,0.587741069387
7282,1,0.587612226822
1328,1,0.587339391846
1534,1,0.587248793473
4399,1,0.587048203467
2300,0,0.586772087032
9135,1,0.586371365716
2449,1,0.586203146378
4477,0,0.586186204521
4195,1,0.585433364624
10602,0,0.584514924923
3828,0,0.584455381728
10475,1,0.584444659483
361,1,0.58429423347
1655,0,0.583750695466
10261,0,0.583492946975
8965,0,0.583372280276
1305,1,0.582613535608
9438,1,0.582548613184
5601,0,0.58229799644
8114,0,0.582213598081
6769,0,0.582202083131
3653,0,0.582128493943
6264,0,0.5818711716
5989,1,0.581789417494
2813,1,0.581476809568
6968,0,0.581285681299
3706,0,0.580724323248
10876,1,0.580545292884
10938,0,0.580383809635
4373,1,0.580162125072
3180,1,0.580085903864
4418,0,0.580078941048
8523,1,0.579989923121
9635,1,0.579948677021
4071,0,0.579691549712
9165,0,0.579623940075
3738,0,0.579460340511
9034,1,0.579401070575
7783,1,0.579332599117
6971,0,0.579176816085
5922,1,0.579139254935
2837,0,0.579032052399
8641,1,0.579022468887
6775,1,0.578525467772
7962,1,0.57849476536
2552,0,0.578301273778
5599,1,0.578268652462
7297,0,0.578199320257
6098,0,0.578181272761
2235,1,0.578153502604
1985,1,0.577280755214
10030,1,0.577043014576
630,1,0.577004645662
4220,1,0.577004645662
3975,1,0.576482130806
767,1,0.576405731639
2120,1,0.576004014933
3683,1,0.575951417567
9376,1,0.57567353613
10817,0,0.575599948875
58,1,0.575578761398
7759,1,0.575447254938
50,0,0.575099111508
697,1,0.57503084219
5405,0,0.574863117322
1546,0,0.574709486385
2921,0,0.574670795972
5847,1,0.57429390246
4612,1,0.574184459258
734,1,0.57406469577
5255,1,0.573701069996
2039,0,0.573604043097
5024,1,0.573046232571
733,1,0.572839825535
10959,0,0.572525452469
5448,1,0.572513367957
6412,1,0.572160593412
743,1,0.57205580672
162,0,0.571530026855
5624,0,0.571005310335
3731,1,0.570827850006
7138,1,0.570601992875
1397,1,0.570466716123
6696,0,0.569621845851
10896,1,0.569097021802
8102,0,0.568132621657
3251,1,0.568066262017
5908,1,0.567179267702
9364,0,0.567000607141
9841,0,0.566977190475
2481,0,0.566954341552
6375,1,0.566731781892
10117,1,0.566527400866
9924,1,0.566333352926
8195,0,0.566229341797
2568,1,0.565789054773
2316,1,0.565073603274
7506,1,0.564671447132
7266,1,0.564440214032
9901,0,0.564247053427
7068,1,0.564243705365
2450,0,0.564061146231
657,0,0.563957040122
1127,0,0.563609550966
8396,1,0.562299171765
7718,1,0.561976746875
3193,1,0.561967581292
6365,1,0.561924223884
964,1,0.561892863759
819,0,0.561811695111
6817,1,0.561196731599
1696,0,0.560993749298
2154,1,0.560835753695
3951,1,0.560773012685
3903,0,0.560754015279
5132,0,0.560722382056
4634,1,0.560361540666
9314,1,0.56031104722
7174,0,0.559754713821
8046,0,0.559712051789
10223,1,0.559618212155
1192,1,0.559571279407
8051,1,0.559332094626
2823,0,0.559278797573
10277,1,0.55923408517
2261,0,0.559190152386
4076,1,0.559161543149
7840,0,0.55914446735
3629,0,0.559049686107
6564,1,0.558814563651
545,0,0.558511204701
5841,1,0.558297377284
5598,0,0.558138598797
6404,1,0.55803343745
9600,1,0.557810981298
7029,1,0.557721614848
9728,1,0.556832086861
6712,0,0.556640621372
7435,1,0.556565602605
3715,1,0.555592150368
2757,1,0.555374944073
952,0,0.555353633731
6825,0,0.555302271968
2977,1,0.55490012786
837,0,0.55489992211
7053,1,0.554800179802
622,0,0.554343381373
4194,0,0.554235745207
1117,1,0.553993299644
1265,1,0.553963216061
3229,1,0.553779616484
6864,1,0.553635047535
3593,0,0.552897768988
8062,1,0.552730064026
2989,1,0.55245527459
7426,1,0.55231138098
801,0,0.552045286951
2087,1,0.551697710881
6137,1,0.551275791633
2996,0,0.551020545389
6709,1,0.550801843335
4520,1,0.550603586785
1459,1,0.550152311181
9949,0,0.550146391151
8184,1,0.549757999
5233,1,0.549748411262
2851,1,0.549661964036
449,0,0.548735899172
9021,0,0.548421378102
3603,1,0.548371372515
1666,1,0.547926144914
8918,1,0.547540065072
10347,1,0.547492006211
1708,0,0.547201993086
4348,0,0.54715047799
5103,1,0.546991131189
10622,0,0.546917660653
6617,0,0.546916415121
4447,1,0.546844308827
9689,0,0.546834628935
70,1,0.546691139898
5966,0,0.545779601551
10927,1,0.54546453299
4754,1,0.54524727173
2763,0,0.544955623773
84,0,0.544748842526
10300,1,0.544458534131
6556,1,0.544385853007
3930,1,0.544316411916
3934,0,0.544023836598
8404,0,0.543968518311
2982,0,0.543710211845
8597,1,0.543657217255
7471,0,0.543048683682
10074,1,0.543034105087
135,0,0.542778076148
9831,1,0.542628447945
4142,1,0.542276890372
4841,1,0.542260849293
10526,1,0.54223623179
2504,0,0.541897512478
5134,1,0.541807518564
1172,0,0.541333276853
8097,1,0.54037444608
8846,0,0.540060433369
6396,0,0.539997703677
151,1,0.539908375749
9186,0,0.539890436606
4581,0,0.53984276813
9106,1,0.539807054476
5857,1,0.539351697163
10130,1,0.539318498601
6441,0,0.539283383025
1966,0,0.539083551551
8673,1,0.538987734103
10735,1,0.538816230896
8553,0,0.538625375737
710,0,0.538511213864
1653,1,0.538482582549
10713,1,0.538399332147
5855,1,0.538327059523
5767,0,0.538318690482
6343,1,0.538311189025
9414,1,0.537948754753
10012,1,0.537721384344
3185,1,0.53772027767
9295,0,0.53770722703
8438,1,0.53767990539
1798,1,0.537516252244
3549,1,0.537511658046
2274,1,0.537236070121
8581,0,0.537011766788
2803,0,0.536294519627
10694,0,0.535957389838
1941,0,0.535834950608
3028,0,0.535747155538
3371,1,0.5356735411
8874,0,0.535447981094
1254,1,0.535429468974
4206,1,0.534538134237
6723,0,0.534251121951
3391,0,0.534130106739
4480,0,0.534056875479
6203,0,0.533960330523
7338,1,0.533465862778
3085,1,0.533443442824
5628,0,0.532899665872
7530,0,0.532816668419
10897,1,0.532768197745
4196,1,0.532595976253
8461,0,0.532595976253
5904,1,0.53253489269
9638,1,0.53243063534
7949,1,0.532352912045
5019,1,0.532004293783
5314,1,0.531993697296
7136,1,0.531843273553
2427,1,0.531696629291
10908,1,0.531553462011
2805,1,0.531165363824
8916,0,0.53114955089
4200,0,0.530761413473
3534,0,0.52992875739
10254,1,0.529844163396
1047,1,0.529030987631
3240,1,0.528690336463
10283,1,0.528648604444
5621,0,0.528190116926
3637,1,0.527695839072
489,0,0.527437419959
6776,0,0.527309038196
7595,0,0.527187330549
10553,0,0.527100982143
4686,1,0.526880840618
4280,1,0.526853623725
5604,0,0.52671361335
7414,0,0.526441025977
4758,0,0.526297752845
2668,1,0.526204662837
1993,1,0.526132455865
2027,1,0.526046756334
1601,0,0.525794368623
9180,0,0.525665693004
8450,0,0.525562623573
123,0,0.525458517817
9084,1,0.52543967523
4452,1,0.524661637063
3798,0,0.524232817228
10746,0,0.524178170968
4908,1,0.524169401481
8563,1,0.524084172745
2721,1,0.523728464209
10667,1,0.523478222635
9321,1,0.523399790661
1955,1,0.523335691112
9934,1,0.523284271925
8648,1,0.523229212054
6247,0,0.522872962243
3370,1,0.522817036628
4781,1,0.522455835621
10442,1,0.52220957603
3443,1,0.522071901764
2361,0,0.522064783682
2007,1,0.521858852017
2654,1,0.521801119626
1731,0,0.521197287094
8388,1,0.520946047986
5214,1,0.52051305511
937,0,0.520133295664
1898,1,0.520062830495
9384,1,0.519196362925
10741,0,0.518961991951
7548,0,0.518899884471
2262,1,0.518846849585
7984,0,0.518726479953
6539,1,0.518717972841
10967,1,0.518050012605
9073,1,0.517823177536
2110,1,0.517753382592
3785,0,0.517400700606
10400,0,0.516985206045
8974,0,0.516748880702
9296,0,0.516370637504
9404,0,0.516336281639
9030,1,0.516047735768
10463,0,0.51599576629
444,1,0.515579470789
9761,0,0.515249675786
1994,1,0.515112558505
10145,1,0.51482018351
9459,0,0.514796783709
8755,1,0.514674819558
979,0,0.513831872145
3724,1,0.513253872932
10852,1,0.513191023544
1823,1,0.513054203468
10556,0,0.51283425675
5093,1,0.512639630468
6986,0,0.512610149864
4510,0,0.512459253586
9799,1,0.512394461702
8825,1,0.511811087844
1485,1,0.511716191865
10929,0,0.511666066292
880,1,0.51165852463
538,1,0.511567274024
3802,0,0.51152470071
2673,0,0.511197692821
3569,1,0.511123681023
6368,1,0.511083397942
8585,1,0.51056374667
6517,0,0.510099956308
6803,1,0.509890962221
8890,1,0.509732862999
7853,1,0.509639372105
6387,0,0.509575024452
6114,1,0.509330971365
5043,0,0.509257423449
6978,0,0.509234011113
4994,1,0.50900312703
2966,1,0.508844829798
6956,0,0.508396875625
9703,0,0.508363405331
3479,0,0.507849671166
7855,0,0.507815561549
3130,1,0.5077653611
9852,1,0.507699961959
9615,1,0.507456920823
8948,1,0.507372099938
10607,0,0.507262975494
10627,1,0.507142490562
6734,1,0.50675891937
2932,1,0.506476316656
6970,0,0.505786099713
8518,1,0.505768679994
10551,0,0.505526408719
7609,0,0.505454069619
9863,1,0.505426111057
2335,1,0.505307405697
6924,0,0.504321962598
6816,1,0.50414372044
101,0,0.504025938329
5926,1,0.503977444594
2789,1,0.503916803989
3887,0,0.503636330345
5870,0,0.503435905938
3337,1,0.502636497093
8299,1,0.502359655819
3014,0,0.502251524436
4648,1,0.501932370797
9685,0,0.501813698309
4622,0,0.501690579754
7219,1,0.50148386333
5519,1,0.50146463375
6122,1,0.501151543878
6684,1,0.500699115906
6183,0,0.500649419845
9184,0,0.500617996943
9262,0,0.500179775176
1215,1,0.500172323764
543,1,0.499833921025
5064,0,0.499718321503
418,0,0.499644748195
7900,1,0.499449104843
2263,0,0.499400608066
3546,0,0.49927481863
7872,0,0.4991726089
7025,1,0.499165670116
7105,0,0.499099150564
845,0,0.498848543887
2647,1,0.498835392815
4512,1,0.498625833529
9895,1,0.498346684965
3570,1,0.49797546516
1374,0,0.497754229268
5011,1,0.497746408444
4037,1,0.497689064429
844,0,0.497618535492
7528,0,0.497550631356
4694,0,0.497513934857
7248,1,0.497461677109
10447,1,0.497454131537
3824,0,0.497145464931
308,1,0.497129762553
1862,1,0.497001887928
5137,1,0.496780641959
6138,1,0.496600957497
5578,0,0.496188297059
2079,0,0.496144357761
7022,1,0.495938173576
1640,0,0.495792075602
4593,0,0.495653211327
4671,1,0.494736531494
6795,0,0.494690569584
5617,1,0.494527260422
6051,0,0.494484432915
3520,1,0.494412524596
635,0,0.494216906378
6401,0,0.493974455991
6773,0,0.493956913995
6827,1,0.493722807967
4912,1,0.493211119856
5808,1,0.493071916846
3689,0,0.492683723689
5923,1,0.49267617954
524,0,0.492141021893
6289,1,0.491763210152
5264,1,0.491621288829
4992,1,0.491410094804
5540,1,0.491310110147
3347,0,0.490997208099
8086,0,0.490876897792
6434,0,0.490567255491
2687,0,0.49014473716
10987,1,0.489424974671
7470,0,0.48935190559
5142,0,0.489179869196
5563,0,0.489142737864
2134,0,0.488823383908
9933,0,0.488782885456
5754,0,0.488704019197
1330,0,0.487939709591
4689,1,0.487600168805
5960,1,0.487417343939
10819,0,0.487369098665
9911,0,0.487255960488
6188,1,0.48704341806
9190,0,0.486626177456
10468,0,0.486536352839
4545,0,0.486441168487
8312,0,0.486273180742
9692,0,0.48620100051
7499,1,0.486057155491
5429,0,0.484923544328
10182,1,0.484902279337
9056,1,0.484493274263
7005,0,0.484489398698
805,1,0.484137490114
2781,1,0.483993090426
1020,1,0.483937196981
10940,0,0.483753394776
238,1,0.483666445906
9238,0,0.483536969379
1443,1,0.48347266802
4621,0,0.483418233888
8706,1,0.483359051784
1549,1,0.483212500791
8205,0,0.483202666542
4151,1,0.482683805786
7039,0,0.482353804659
4632,0,0.481738135298
5136,0,0.48134256755
56,0,0.481287640197
6649,0,0.480829431699
458,1,0.480709927006
2991,0,0.480530612747
5369,1,0.480276623853
5632,1,0.480191438919
6984,1,0.478905849224
7326,0,0.478856078793
10106,1,0.478753005401
7474,1,0.478686583585
4014,1,0.478162691736
3912,0,0.477837152583
6621,1,0.477782036357
2386,0,0.477256308455
4914,0,0.477142433135
6562,1,0.476988036273
3583,1,0.476889652888
2769,1,0.476829368804
653,1,0.476486402517
8564,0,0.476459748341
5285,1,0.476335573793
2739,0,0.476213163518
88,1,0.476133617872
6767,0,0.475941988122
8658,0,0.475774963595
627,0,0.475556795715
1645,0,0.475330045041
8265,1,0.47529487825
1951,1,0.474962329072
4244,0,0.474762326364
3316,1,0.474536894479
10181,1,0.474482139674
409,0,0.47439819689
8936,1,0.474175563912
4502,1,0.473789668042
7632,0,0.47304338845
4570,0,0.472913236472
3329,0,0.472872049862
1583,1,0.47284869852
9169,0,0.472726989914
2785,1,0.472680948112
1365,1,0.472606828464
3103,0,0.472315186279
5312,0,0.47219349199
8080,0,0.471697800254
3278,0,0.471551830974
7879,0,0.471463648171
7931,0,0.470978377251
4166,1,0.470959209075
1503,1,0.470927738141
5129,0,0.470575027978
817,1,0.470404527541
4125,0,0.470398421789
5514,1,0.470340783522
2459,1,0.470133032792
9138,1,0.470002414143
1942,0,0.46998283443
3126,0,0.469313104358
6071,0,0.469200999875
7658,1,0.469192993631
881,1,0.46892645748
3036,0,0.468902337487
10196,0,0.467971178683
8717,0,0.467681774272
8623,0,0.467629148155
9338,0,0.467606163042
1462,1,0.46754001104
4741,1,0.467476695291
6066,0,0.467123957438
8421,0,0.467085737142
2898,1,0.466979701846
10766,0,0.46688281405
5770,0,0.466653745908
586,1,0.466197940047
6216,0,0.465985259664
3462,0,0.465810888074
10638,1,0.46576989473
2860,0,0.465731510846
9072,0,0.465644718759
